Results,Entity,Line,Column,CheckID,Check Name,Ignored,Note,Severity
  "<a id=""5"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\common\NetworkTestHelper.java</a>","","","","","","","",""
    "Violation: getAvailableLocalPort defined but not called.","getAvailableLocalPort","26","33","RECOMMENDED_13","Unused Functions","","",""
  "<a id=""6"">C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java</a>","","","","","","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\Pipeline.java line: 72","FileIO.java","85","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\Pipeline.java line: 71","FileIO.java","84","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIO.java line: 142","FileIO.java","83","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIO.java line: 141","FileIO.java","82","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\gcp\spanner\SpannerIO.java line: 140","FileIO.java","81","0","RECOMMENDED_20","Duplicate Code","","",""
    "Max Length(200) Exceeded: {'CountLine': 1627} lines.","FileIO.java","0","0","RECOMMENDED_02","Files too long","","",""
    "Future work needed: key phrase 'todo' found","FileIO.java","335","13","RECOMMENDED_19","Comments Indicating Future Fixes","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 408","FileIO.java","394","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 409","FileIO.java","395","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 410","FileIO.java","396","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 394","FileIO.java","408","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 395","FileIO.java","409","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 396","FileIO.java","410","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: getCompression defined but not called.","getCompression","431","23","RECOMMENDED_13","Unused Functions","","",""
    "Violation: openSeekable defined but not called.","openSeekable","447","31","RECOMMENDED_13","Unused Functions","","",""
    "Violation: readFullyAsUTF8String defined but not called.","readFullyAsUTF8String","463","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: toString defined but not called.","toString","468","18","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\transforms\ApproximateUnique.java line: 351","FileIO.java","473","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: equals defined but not called.","equals","473","19","RECOMMENDED_13","Unused Functions","","",""
    "Violation: hashCode defined but not called.","hashCode","485","15","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","treatment","516","66","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","matchUpdatedFiles","518","52","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","watchInterval","520","49","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","condition","522","84","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: continuously defined but not called.","continuously","564","30","RECOMMENDED_13","Unused Functions","","",""
    "Violation: populateDisplayData defined but not called.","populateDisplayData","570","16","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 671","FileIO.java","592","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\TextIO.java line: 301","FileIO.java","594","0","RECOMMENDED_20","Duplicate Code","","",""
    "Unused Parameter","filepattern","598","60","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","configuration","600","59","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: filepattern defined but not called.","filepattern","611","17","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 694","FileIO.java","632","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 695","FileIO.java","633","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 696","FileIO.java","634","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: continuously defined but not called.","continuously","645","17","RECOMMENDED_13","Unused Functions","","",""
    "Violation: expand defined but not called.","expand","651","45","RECOMMENDED_13","Unused Functions","","",""
    "Violation: populateDisplayData defined but not called.","populateDisplayData","658","16","RECOMMENDED_13","Unused Functions","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 592","FileIO.java","671","0","RECOMMENDED_20","Duplicate Code","","",""
    "Unused Parameter","configuration","677","59","RECOMMENDED_18","Unused Local Variables","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 632","FileIO.java","694","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 633","FileIO.java","695","0","RECOMMENDED_20","Duplicate Code","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\FileIO.java line: 634","FileIO.java","696","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: continuously defined but not called.","continuously","702","20","RECOMMENDED_13","Unused Functions","","",""
    "Violation: expand defined but not called.","expand","708","45","RECOMMENDED_13","Unused Functions","","",""
    "Violation: populateDisplayData defined but not called.","populateDisplayData","730","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: process defined but not called.","process","751","18","RECOMMENDED_13","Unused Functions","","",""
    "Violation: apply defined but not called.","apply","763","59","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","c","763","89","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: apply defined but not called.","apply","775","20","RECOMMENDED_13","Unused Functions","","",""
    "Violation: apply defined but not called.","apply","783","30","RECOMMENDED_13","Unused Functions","","",""
    "Violation: values defined but not called.","values","798","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: valueOf defined but not called.","valueOf","798","16","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","s","798","16","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","compression","811","50","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","directoryTreatment","813","64","RECOMMENDED_18","Unused Local Variables","","",""
    "Duplicate code found in file: C:\Users\carenrizk\repos\soen6491Dataset\apacheSubProjectJava\src\main\java\org\apache\beam\sdk\io\TextIO.java line: 361","FileIO.java","821","0","RECOMMENDED_20","Duplicate Code","","",""
    "Violation: expand defined but not called.","expand","834","37","RECOMMENDED_13","Unused Functions","","",""
    "Violation: populateDisplayData defined but not called.","populateDisplayData","839","16","RECOMMENDED_13","Unused Functions","","",""
    "Violation: process defined but not called.","process","901","18","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","channel","920","34","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","element","923","24","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","window","943","24","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","pane","944","19","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","numShards","945","14","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","shardIndex","946","14","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","compression","947","22","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: defaultNaming defined but not called.","defaultNaming","950","29","RECOMMENDED_13","Unused Functions","","",""
    "Violation: defaultNaming defined but not called.","defaultNaming","959","29","RECOMMENDED_13","Unused Functions","","",""
    "Unused Parameter","dynamic","1052","63","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","sink","1054","92","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","outputFn","1056","81","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","destinationFn","1059","46","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","outputDirectory","1062","32","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","filenamePrefix","1064","84","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","filenameSuffix","1066","84","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","constantFileNaming","1068","77","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","namingFn","1071","51","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","emptyWindowDestination","1074","23","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","destinationCoder","1077","30","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","tempDirectoryProvider","1080","32","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","compression","1082","71","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","numShards","1085","43","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","sharding","1088","67","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","ignoreWindowing","1090","71","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","autosharding","1092","68","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","noSpilling","1094","66","RECOMMENDED_18","Unused Local Variables","","",""
    "Unused Parameter","badRecordErrorHandler","1097","47","RECOMMENDED_18","Unused Local Variables","","",""
    "Violation: by defined but not called.","by","1103","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: by defined but not called.","by","1109","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: via defined but not called.","via","1119","48","RECOMMENDED_13","Unused Functions","","",""
    "Violation: via defined but not called.","via","1128","48","RECOMMENDED_13","Unused Functions","","",""
    "Violation: via defined but not called.","via","1140","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: via defined but not called.","via","1149","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: to defined but not called.","to","1165","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withPrefix defined but not called.","withPrefix","1180","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withSuffix defined but not called.","withSuffix","1195","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withNaming defined but not called.","withNaming","1209","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withNaming defined but not called.","withNaming","1221","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withTempDirectory defined but not called.","withTempDirectory","1238","38","RECOMMENDED_13","Unused Functions","","",""
    "Violation: withTempDirectory defined but not called.","withTempDirectory","1244","38","RECOMMENDED_13","Unused Functions","","",""
